id	184A1	184B5	21MT1	21NT	21PT	600MPE	AU565	BT474	BT483	BT549	CAMA1	EFM192A	EFM192B	EFM192C	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	JIMT1	LY2	MCF10A	MCF10F	MCF12A	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	T47D_Kbluc	UACC812	UACC893	ZR751	ZR7530	ZR75B
Group	Normal-like	Normal-like	Basal	Basal	Basal	Luminal	Luminal	Luminal	Luminal	Claudin-low	Luminal	Luminal	Luminal	Luminal	Basal	Claudin-low	Luminal	Luminal	Basal	Basal	Basal	Basal	Luminal	Basal	Claudin-low	Basal	Claudin-low	Basal	Luminal	Normal-like	Normal-like	Normal-like	Luminal	Luminal	Luminal	Claudin-low	Luminal	Luminal	Basal	Luminal	Claudin-low	Basal	Luminal	Basal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal
ENSG00000228253	12.24	12.55	0	0	0	12.64	0	13.33	12.67	11.66	13	10.93	11.27	0	12.26	12.65	12.55	12.6	10.73	11.44	11.51	12.5	11.6	12.09	12.66	12.71	12	12.76	0	12.74	12.46	0	12.15	12.31	13.06	13.09	12.31	12.68	13.26	13.69	0	12.13	0	0	11.85	12.02	11.91	0	0	11.47	13.08	11.87
ENSG00000251705	0	0	0	0	0	10.49	0	10.56	10.27	0	11.07	0	0	0	10.13	9.76	10.97	11.04	0	10.83	11.37	0	10.77	0	11.87	0	11.19	4.32	0	0	0	0	11.06	11.26	4.68	0	3.89	0	0	0	0	10.46	0	0	0	0	0	0	0	0	11.03	11.25
ENSG00000229119	10.09	10.48	9.75	10.25	10.15	0	9.5	0	7.72	5.35	0	9.92	10.1	10.48	0	0	1.54	0	5.79	0	0	10.37	5.37	10.32	0	9.08	6.35	0	10.07	11.1	11.33	10.81	0	2.77	0	10.68	0	7.14	11.14	8.95	0	0	10.33	0	11.19	10.74	8.3	10.84	10	10.92	0.33	0
ENSG00000084207	11.31	11.63	0	0.29	0.14	7.82	0.5	0.31	0	9.24	0.27	0.78	0.32	0.18	10.28	9.93	0.3	0.34	9.26	10.49	1.37	0.8	3.72	9.45	9.03	7	8.33	8.22	2.54	11.66	10.34	11.33	0.26	1.75	0.1	7.46	0	1.59	9.93	0.74	9.27	10.64	1.77	10.12	0	1.25	1.36	1.12	0	2.63	4.91	3.99
ENSG00000205420	11.08	12.04	9.92	10.14	9.96	0.92	0.88	1.16	0.14	0.69	0.15	0.4	0.24	0.53	8.15	3.94	0.25	0.1	1.54	10.54	7.79	2.54	7.1	2.85	0.14	2.6	0.25	0.37	1.28	10.32	11.73	12.62	1.04	0	0.03	0.2	2.6	1.35	4.76	0.27	0.41	10.15	7.01	11.26	10.92	0.46	0.78	0.12	0.99	0.4	0.04	0.23
ENSG00000186081	11.62	12.89	5.44	5.64	6.82	0	0.93	1.21	0.46	0.73	0.66	2.37	0.85	0.72	10.79	6.91	0.65	0.61	2.35	11.74	10.99	5.27	5.62	7.18	1.69	9.62	0.54	8.76	2.21	11.66	10.47	12.91	0.5	0.33	0.15	0.5	0.96	2	3.47	1.66	1.71	10.92	7.98	10.82	6.08	0.42	1.35	1.49	1.98	0	0.46	1.1
ENSG00000160182	0	0.27	1.61	2.23	1.18	6.67	4.5	9.3	12.06	0	5.46	6.36	6.89	9.93	0.29	0	9.98	11.72	0.4	0.29	1.74	1.8	4.76	0	0	0	1.3	0.72	11.47	0	1.68	0	11.27	5.77	9.21	2.31	8.58	3.76	0	1.24	0.67	0.83	1.26	0.62	0.49	1.94	6.83	12.94	8.2	9.16	0.93	11.03
ENSG00000128422	10.96	12.56	5.34	3.56	2.51	1.95	0.7	0	2.57	1.15	0.61	3.39	4.95	0.82	10.36	0.53	0.16	0.12	2.22	8.3	10.24	6.42	5.36	10.95	0	6.4	1.91	0	4.82	11.67	10.78	12.76	0.44	0	1.86	0.55	1.65	1.82	8.77	0.56	1.45	10.39	6.67	10.1	0.19	1.33	2.04	1.1	3.79	1.07	0.77	0.34
ENSG00000110484	0	0	0.85	0.67	0.45	12.07	5.06	6.04	1.37	0	2.96	7.91	2.94	9.2	0.58	2.64	4.72	5.34	0	0	0	0	2.75	0	0	0.24	0.07	0.45	0.95	0	0	3.53	1.11	0.25	5.97	0	10.92	0.66	0.36	7.23	0	0	13.81	0	8.7	0	0.69	8.21	4.13	11.93	13.96	3.14
ENSG00000026025	3.42	1.75	8.61	7.93	8.16	1.09	0.9	2.65	2.25	10.56	1.38	0.24	1.56	0.16	10.62	10.64	1.55	0	7.31	3.52	5.58	7.51	3.93	8.65	10.54	7.11	12.21	3.63	4.72	9.17	10.76	10.15	1.14	6.61	0.71	10.5	0.43	1.44	10.42	0.88	13.42	7.5	1.77	8.72	1.35	2.95	1.22	5.09	0.89	1.34	0.16	0.11
ENSG00000171345	1.18	1.54	9.93	10.07	9.88	10.65	11.71	10.21	12.48	0.7	10.36	11.8	11.28	12.07	9.67	0.67	11.44	12.19	1.77	10.07	3.08	3.89	9.67	9.57	2.5	10.06	2.31	9.13	11.59	0.75	2.58	1.86	11.4	11.16	10.61	5.92	9.33	9.96	8.92	11.2	2.1	11.33	11.24	11.97	11.07	12.27	11.55	12.29	12.25	11.26	9.94	11.67
ENSG00000205426	2.05	10.2	10.22	9.7	9.98	9.46	10.47	0.06	4.19	1.86	1.09	10.33	7.05	5.56	4.58	7.46	2.74	0.82	10.35	0.55	7.41	8.38	4.4	10.14	1.69	0.65	1.36	0.79	7.74	10.51	10.55	7.03	4.74	0.46	10.18	3.76	6.37	0.86	6.96	9.89	0.94	13	11.77	4.01	11.28	0.21	1.38	7.95	9.67	1.55	1.85	2.19
ENSG00000160180	0	0.11	1.31	0.57	1.06	6.47	4.23	8.75	10.01	0	4.02	6.2	6.05	10.56	0.42	0.36	10.39	8.6	0.36	0	0.12	0.71	6.11	0.46	0	0	0.3	0.67	6.94	0.12	1.76	0	6.05	4.91	10.72	3.46	9.72	3.4	0	3.26	0	0	3.93	0	0.3	6.36	8.35	12.81	8.66	9.94	8.21	8.83
ENSG00000186847	5.23	12.23	0.3	0.52	0.14	0	0.39	0.44	0.25	0.68	0.71	0.31	0.32	0.18	10.27	9.11	0.5	1.91	0.82	10.93	8.36	0.71	4.11	6.22	0	5.58	9.06	0.6	0.85	10.46	8.96	12.1	0	0.1	0.03	0.14	0.2	2.04	9.45	0.3	0	4.43	3.33	2.21	0.12	0	0.24	0	1.17	0.1	0	0.19
ENSG00000213145	0.54	0	8.44	8.12	8.38	5.22	2.45	8.91	11.43	0.99	1.44	4.16	8.86	3.01	1.75	0.73	11.72	1.91	7.79	6.11	0.6	1.27	6.57	2.09	1.15	8.65	1.44	5.95	4.16	0.52	4.83	0	2.67	9.38	7.46	0	7	7.88	2.17	1.97	1.98	10.32	4.09	10.21	1.19	9.68	9.58	10.34	11.83	11.45	5.74	11.01
ENSG00000105974	10.13	9.25	9.44	9.31	9.39	0	2.27	0.42	1.7	8.98	0.03	2.63	3.11	0.33	9.4	9.48	0.07	3.42	1.54	9.54	8.87	6.38	4.05	6.94	8.66	6.71	9.32	7.83	5.18	9.39	8.94	9.19	1.19	0.57	0.23	8.38	0.48	0.31	4.09	0.49	8.42	8.45	1.89	8.62	4.27	0	0.19	0.67	2.7	0.15	0.23	0
ENSG00000172551	0	1.91	5.51	4.7	4.42	5.95	6.87	9.76	7.48	0	6.02	4.96	8.47	10.32	0	0	5.43	3.1	0.51	0.65	0.87	6.54	3.59	0	0	3.19	0	0	5.22	1.02	0	0	5.26	4.8	7.99	0	10.08	7.06	2.77	6.6	0.83	0	11.8	0.5	10.99	1.33	0.43	10.26	10.63	8.74	2.15	1.58
ENSG00000196754	12.81	11.98	5.83	6.66	6.59	3.85	2.33	2.34	2.28	7.19	1.54	2.35	1.45	2.44	11.77	6.1	1.36	1.4	2.32	11.84	8.5	9.66	3.63	9.58	6.45	7.99	4.22	3.9	3.48	12.78	10.62	12.85	1.48	0.54	2.46	3.33	1.77	2.88	6.92	0	6.41	8.41	3.77	10.83	3.43	2.96	3.06	1.86	3.58	1.64	2.68	3.17
ENSG00000163220	7.57	9.53	8.72	9.42	9.22	7.38	10.81	0.41	6.39	1.1	1.01	8.9	9.72	6.15	3.74	3.16	2.08	0.64	7.66	2.88	6.79	11.01	5.97	7.27	2.15	9.2	0.69	4.67	4.36	8.87	8.28	10.89	1.66	0	10.12	0	0.88	2.76	9.5	10.07	1.68	4.69	7.29	9.15	10.46	3.92	7.53	9.26	11.43	6.3	0	2.09
ENSG00000169715	10.05	9.67	7.36	7.44	6.93	0	0.4	0	0	0.15	0	5.77	6.29	1.55	0	0.16	0.95	5.94	6.29	5.9	2.42	0	4.81	7.13	6.64	0.14	6.81	0	3.04	9.66	7.32	9.63	0.14	3.87	0.45	8.2	0.12	0.51	0	0	8.51	7.68	0	8.43	8.97	0	0	0.5	0	2	4.7	0.18
ENSG00000239039	0	0	0	0	0	0	0	8.25	0	0	4.98	0	0	0	8.01	8.98	8.5	0	0	7.52	8.45	0	7.57	0	10.36	0	9.04	0	0	0	0	0	6.78	0	0	0	0	0	0	0	0	6.77	0	0	0	0	0	0	0	0	7.78	8.36
ENSG00000173432	3.33	9.53	8.34	8.54	8.74	3.51	0.83	0	0	0.19	0	0.23	0.76	0	3.79	0.23	0	0	5.5	1.38	6.34	1.85	4.64	6.52	0.33	6.59	0	0	0	8.27	8.58	9.66	0	0	0.23	0.63	0	0.54	11.84	0	0.34	6.95	0	7.37	0.73	0	6.58	0	0.89	0.62	0	0
ENSG00000124664	0.06	0.07	6.74	4.47	5.08	5.08	8.3	7.13	7.95	0.16	7.86	8.26	8.04	8.67	0.3	0.34	7.98	6.81	0.06	0.12	2.08	4.71	7.85	2.3	0	0.71	0.59	0.19	8.15	0.18	0.38	0.42	7.38	6.77	6.75	2.55	6.9	8.95	0.24	8.06	0.5	0.86	8.31	2.42	8.41	7.44	7.33	8.91	8.64	8.83	7.88	8.69
ENSG00000115461	0	0.07	0.34	2.01	0.39	7.59	4.78	8.83	9.17	7.16	10.5	8.75	7.6	9.85	4.96	4.45	1.23	5.76	0.03	0.04	5.39	4.7	8.59	5.07	0.48	0.4	1.56	0.4	6.33	0	0.01	0.25	6.52	1.23	6.46	0	8.37	8.65	5.81	3.96	1.46	0.91	7.87	0.69	1.23	8.39	8.31	8.48	7.13	7.19	9.64	5.08
ENSG00000264353	0	0	0	0	0	0	0	0	7.45	0	7.9	0	0	0	9.37	8.4	8.37	8.31	0	6.7	6.35	0	6.98	0	7.15	0	8.54	0	0	0	0	0	7.34	8.26	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	6.47	7.13
ENSG00000233276	9.53	8.75	9.23	8.95	8.95	5.57	1.88	6.87	0	7.71	6.87	8.79	7.65	8.06	7.55	7.16	6.84	5.61	0.9	6.88	8.92	8.03	7.15	9.8	6.98	8.61	8.01	6.53	1.37	9.02	9.49	8.76	0	7.65	0.11	8.37	7.59	7.78	0.32	0.45	7.94	9.83	8.47	8.7	0.19	0.19	0.37	1.21	9.08	2.1	0.1	0.45
ENSG00000148346	2.46	8.41	6.45	7.88	8.04	5.6	5.41	0	0.9	0.23	0	5.99	4.51	0.93	6.48	0.52	0	1.38	11.53	3.38	8.59	8.98	3.79	6.06	0	9.54	0	2.84	0.27	2.61	7.82	5.92	0	0.26	4.44	0.31	0.23	0.86	9.23	7.76	1.17	7.5	7.12	6.98	0.15	2.36	7.82	0.72	8.12	4.54	0.88	1.08
ENSG00000113140	7.91	1.26	0.31	0.39	0.9	0	0.06	0.23	0	12.14	1.62	0	7.25	0	5.13	7.71	0	0.15	2.92	0.78	5.76	1.78	4.97	10.5	10.05	3.05	11.43	8.96	1.23	4.79	0.18	0	0.59	4.25	2.41	5.62	2.06	0.74	1.64	0	6.1	2.7	0	2.04	0	0	0.31	0.36	3.04	0.1	0	0
ENSG00000051523	0.4	1.53	0.85	0.49	0.33	3.19	6.24	4.38	7.92	6.17	6.73	7.19	9.11	1.2	0.9	6.75	7.08	4.6	7.36	6.59	8.62	0.27	2.54	0.96	6.66	2.62	0.77	0.07	9.67	0.48	0.6	6.69	8.13	5.89	5.73	7.92	0.21	8.22	7.84	6.29	0.9	10.11	0.33	9.69	0.15	0.88	1.12	7.16	6.32	9.51	0	7.85
ENSG00000106541	4.63	2.08	4.93	4.69	4.35	8.78	8.1	8.79	9.29	0.31	4.15	6.2	4.97	4.74	0.21	0.38	8.63	4.45	0.31	4.6	3.41	6.73	7.15	1.13	0.15	7.24	0.31	1.07	6.66	0.42	3.93	1.26	7.8	3.51	10.74	4.37	9.17	7.97	0.16	5.77	0.36	2.38	9.31	2.35	9.82	8.3	9.11	10.33	10.32	9.72	9.61	6.52
ENSG00000111341	0.43	0.16	0.59	2.18	1.64	10.97	0.82	8.22	10.64	8.27	5.11	0.95	0.69	3.6	6.01	8.07	1.47	8.52	2.16	0.26	6.48	9.63	6.23	8.3	2.61	10.58	4.2	2.16	2.58	1.09	3.65	0.98	4.44	4.66	3.63	1.86	8.93	4.56	9.01	2.32	0.57	7.89	5.64	0.81	2.09	10.57	10.2	5.59	8.17	6.15	7.76	3.39
ENSG00000269968	5.74	5.92	1.91	2.1	2.66	0	3.54	8.52	6.31	6.62	7.75	3.36	2.4	0	8.69	9.3	8.95	8.96	6.46	8.75	8.12	0	7.19	3.49	7.48	4.32	3.84	5.51	1.49	0	0	0.93	9.09	8.14	7.9	4.56	4.18	0	0	0	6.16	6.12	0	0	0	1.81	4.64	0	0	7.38	9.2	9.29
ENSG00000160862	0	0.93	8.32	8.67	8.54	9.82	9.29	3.07	5.25	0	4.85	4.94	2.59	4.01	9.01	0.48	7.76	1.4	9.16	0.38	4.78	6.93	6.28	6.61	0	9.14	0.3	0	1.08	1.45	4.91	0.88	1.19	3.33	6.14	0.1	5.49	9.01	5.72	6.15	1.03	2.63	9.95	3.26	8.1	7.8	7.76	7.96	10.13	8.48	8.78	5.45
ENSG00000147065	7.06	6.36	8.35	7.65	7.51	3.11	1.37	0.12	0.5	8.2	0	0.33	4.33	0.34	8.87	7.54	0.15	3.9	6.51	7.69	7.08	7.6	2.45	6.63	8.15	7.59	8.29	8.04	2	7.27	8.13	8.09	0	3.5	0.7	8.12	0.1	0.67	8.77	0.04	7.46	7.33	2.25	8.11	0.03	0.24	1.55	0.36	0.91	2.8	0.34	4.53
ENSG00000267795	0.66	0.72	7.45	6.96	7.45	7.07	8.47	6.82	8.59	0	7.62	7.85	7.42	1.6	1.11	0.25	9.01	1.32	0.77	0.16	0.74	6.41	6.03	6.67	0.16	8.39	0.43	0.21	2.64	1.88	6.58	1.31	6.77	3.93	8.09	0	7.66	8.63	3.11	7.95	0	1.31	8.35	6.65	5.9	4.35	3.27	8.81	8.6	9.73	7.1	8.63
ENSG00000244468	0.62	0	5.73	6.31	6.06	0	4.79	8.52	7.93	0.2	7.77	2.53	3.68	3.97	0.29	0	6.94	8.64	0.4	0.53	2.75	7.47	8.68	0	0.18	7.37	0	6.86	5.62	0	0	0.68	5.28	2.61	7.19	0.73	8.7	6.06	0	0	0	0.82	7.35	0.62	0.26	7.8	8.73	6.06	8.93	4	0.48	1.65
ENSG00000124107	7.88	10.95	7.44	7.46	7.48	7.36	7.86	2.93	4.41	2.71	0.86	5.96	6.03	3.18	6.76	4.25	0.37	0.62	9.74	4.86	9.55	8.57	3.16	7	5.49	10.65	0	7.01	0.77	9.28	9.99	10.22	0.6	1.36	8.73	0.25	6.31	3.98	8.88	7.38	0.33	8.08	8.67	9.36	8.51	0.74	4.16	3.46	9.06	5.95	0.21	3.99
ENSG00000165949	0	2.9	1.9	1.98	2.08	2.44	3.37	0.04	4.97	0.15	0.04	7.77	11.12	1.77	2.63	2.25	0.2	1.23	6.29	4.71	8.1	10.39	5.98	2.69	0.36	11.26	0.91	0.04	6.13	1.66	3.7	4.79	1.38	1.52	0.91	0.61	1.06	1.24	4.4	0	2.2	8.39	12.11	8.64	0.78	4.96	6.37	0	2.56	0.81	1.43	0.72
ENSG00000124102	0.87	9.14	4.79	5.26	6.01	2.08	1.85	1.11	0	0.99	0.19	0.23	1.8	0.62	2.74	1.23	0	0	8.53	1.51	9.69	6.62	2.53	2.83	2.77	7.75	0.2	1.9	0.45	8.71	9.38	9.81	0	0	0.6	0	0	0	4.73	5.03	0	9.23	5.64	7.62	0.94	0	1.88	0	0.9	0	0	0
ENSG00000213300	6.77	8.44	0.2	0.5	0.26	0.54	0.16	4.79	3.93	9.23	2.82	0.44	0.11	0	4.37	3.71	3.51	3.6	0	4.54	3.77	10.28	3.54	8.16	1.64	9.45	2.34	0	0.53	9.07	0.5	0	3.73	6.69	0.42	0	0	9.54	3.59	0	0	0	0	0.78	0	8.61	0	0	0	0.77	3.08	0
ENSG00000266142	0	0	0	0	0	0	0	6.58	6.8	0	0	0	0	0	5.53	7.01	7.62	8.08	0	5.33	6.86	0	6.67	0	7.07	0	6.61	6.48	0	0	0	0	7.3	7.61	7.31	0	7.15	0	0	0	0	5.11	0	0	0	0	0	0	0	0	6.47	5.55
ENSG00000189334	9.48	9.93	8.04	7.74	7.54	9.69	9.93	8.69	8.95	0	9.86	9.68	8.85	9.98	6.89	1.06	9.42	7.51	3.01	6.96	7.73	9.38	7.1	7.07	0.61	8.63	0.65	7.21	8.31	9.19	8.22	9.97	8.42	2.89	8.4	0	8.01	9.24	8.03	9.05	0.16	7.68	9.25	7.74	9.67	0.56	0.51	8.89	9.27	10.21	10.48	11.13
ENSG00000165215	0	0.18	4.13	3.3	3.42	1.28	8.06	3.78	8.23	0.07	6.54	7.35	7.85	9.27	5.34	0.16	5.51	5.38	0.07	2.2	4.67	2	8.49	1.04	0	4.64	1.06	1.12	9.15	0	0.58	0	7.85	6.49	1.56	1.12	6.36	7.16	0	6.45	0.36	1.3	7.98	5.13	4.13	8.49	9.4	9.36	8.57	7.85	5.44	5.78
ENSG00000111716	9.54	8.1	7.23	8.13	8.11	1.35	6.61	4.75	3.63	8.86	1.01	0.55	5.14	0.23	8.61	7.84	0.49	4.7	8.9	9.6	9.02	0.56	5.22	8.62	9.2	6.98	8.06	9.14	1.39	9.24	8.37	7.44	0.5	0.51	7.89	9.81	7.97	0.75	7.08	7.48	5.96	8.91	1.97	6.88	8.73	4.52	6.6	4.47	4.91	1.76	1.52	0
ENSG00000089327	9.85	9.04	8.49	8.05	8.44	7.23	7.98	0.24	3.92	9.47	0	3.8	6.1	4.01	8.25	8.4	0.24	1.94	7.98	9.6	7.79	9.87	4.55	8.78	6.79	9.34	8.16	8	1.91	8.72	8.81	9.72	1.21	0.91	1.76	9.22	1.03	6.78	9.24	7.56	5.69	8.69	7.58	10.1	0.57	7.12	8.15	5.91	9.06	7.03	2.57	0.18
ENSG00000178372	0	0.51	7.64	4.34	1.43	6.77	3.58	5.05	6.25	0	0.41	6.09	4.6	2.68	5.36	0	3.73	1.18	0.31	7.2	5.06	0.74	8.81	2.55	0	5.77	0	0	5.98	0.15	0.34	2.08	4.46	0	7.38	0	8.21	8.98	8.62	1.01	0.38	2.83	10.04	2.42	2.19	0.46	0.18	7.2	11.01	2.86	4.74	2.97
ENSG00000167754	1.27	9.72	5.33	6.5	7.01	3.19	2.01	0	2.31	0.21	0.07	1.1	0.81	0.36	6.96	0.08	0	0	0.56	6.16	9.96	8.76	4.12	7.27	0.46	2.49	0.32	7.43	0.66	0.41	4.28	4.23	0	0.31	0.04	0	2.66	0.71	0.34	0	0.29	0.48	11.11	5.01	7.82	0	0.71	3.9	4.82	1.58	1.81	0
ENSG00000163993	1.19	8.52	8.41	7.67	7.68	11.91	10.47	6.73	3.24	0	3.27	10.69	10.34	7.1	6.13	1.83	9.27	2.28	10.25	2.52	6.93	7.46	3.98	7.65	0.12	8.43	1.54	5.21	6.39	6.74	9.73	8.45	4.93	2.25	10.26	2.02	4.77	1.89	7.02	8.85	3.63	8.05	11.02	8.58	11.01	4.03	3.62	6.12	9.31	5.35	7.87	9.04
ENSG00000266402	3.21	0	1.1	1.76	2.37	5.09	3.65	6.95	6.8	1.35	9.21	2.12	2.57	2.63	8.42	7.63	8.19	7.74	0	7.4	6	0	7.24	0	8.65	0	7.43	1.93	2.3	2.51	2.86	2.5	10.01	8.42	0.71	3.85	2.21	4.27	3.87	0	3.81	7.77	0	2.06	4.25	0	0	0	2.92	1.55	8.77	8.84
ENSG00000157227	7.14	7.47	8.06	7.9	7.93	0	0.75	0.06	0.24	7.05	0.04	0.07	0.42	0.43	4.5	6.68	0.68	0.65	0.92	5.84	4.91	1.67	3.69	0.18	5.58	5.87	6.36	1.77	1.62	6.45	8.65	7.85	0.8	0.03	0.15	5.72	0.16	0.69	7.39	0.37	10.35	4.35	1.49	6.39	1.52	2.54	0.59	0.32	1.44	0.61	0.23	0.36
ENSG00000120708	9.19	10.69	4.68	4.68	4.63	2.42	5.02	2.57	1.1	2.16	0.19	3.52	3	2.72	1.99	9.63	2.45	0.68	0.41	6.66	5.62	7.32	1.04	4.05	9.06	7.07	9.79	5.47	3.47	9.61	8.56	9.22	2.54	0.14	2.34	5.54	2.6	0.92	0.86	3.52	8.11	6.01	0.92	8.65	0.4	1.55	0.59	1.08	5.34	1.07	2.54	0.43
ENSG00000101443	0.38	0	6.71	7.71	7.13	2.31	0	0.63	1.68	0	0.57	1.16	3.29	0	5	0	0.33	0.76	8.64	3.57	5.61	0	3.49	0.46	1.39	7.98	0.19	0.62	4.13	3.63	9.78	6.96	3.19	6.97	3.32	0.8	3.17	0.46	9.42	1.72	0.77	11.2	3.56	7.76	0.23	0	3.56	2.81	0	4.72	0	0.58
ENSG00000175592	6.69	3.22	8.63	8.38	8.32	0	2.19	0.33	0.81	7.36	0.3	1.65	0.07	1.29	7.23	7.18	2.25	0.49	5.92	8.13	7.49	5.93	3.59	4.66	7.04	2.94	8.39	7.09	2.82	6.77	8.05	6.36	0.56	0.64	0.73	8.64	0.39	0.23	4.42	1.34	9.2	6.49	3.79	6.2	1.04	0.86	1.13	0	2.14	1.68	0.58	2.27
ENSG00000264129	0	0	0	0	0	0	0	7.29	8.48	0	7.78	0	0	0	6.58	7.05	8.42	0	0	0	0	0	7.38	0	6.39	0	5.33	0	0	0	0	0	6.18	0	0	0	0	0	0	0	0	7.32	0	0	0	0	0	0	0	0	6.64	6.16
ENSG00000135046	8.47	8.99	7.34	7.57	7.27	6.26	1.53	1.94	3.48	7.41	0.38	1.49	1.19	1.41	8.27	7.76	2.91	0.53	8.35	8.45	8.44	9.41	3.69	8.31	7.72	9.33	7.23	8.22	1.16	8.52	9.56	8.29	0.4	5.12	5.64	8.2	5.42	0.44	6.78	1.1	5.25	7.1	5.76	6.51	6.43	2.06	1	2.1	1.74	3.3	4.01	1.39
ENSG00000166741	4.3	5.97	4.38	6.03	5.89	6.36	1.16	0.26	0	7.71	0	0	0	0	0.38	6.02	0	0	0.83	0.83	4.16	6.07	4.36	3.95	4.25	6.71	5.01	0.64	1.04	8.93	7.28	7.75	0	0.15	0	0.24	0	0.19	5.08	0	7.57	8.91	4.85	5.41	7.54	0	0	0	2.08	0	0	0
ENSG00000186832	3.24	9.1	4.17	4.49	3.95	1.66	1.32	0.93	3.31	0.1	3.38	1.28	1.8	1.65	7.94	4.38	0.37	0.49	4.11	4.04	9.62	5.02	6.1	7.2	0.72	7.73	1.83	3.05	3.41	4.95	9.57	10.29	0.41	1.4	1.68	0.51	2.3	0.33	4.33	0.3	0.52	8.41	9.74	6.66	9.32	1.7	1.04	0	4.54	1.52	1.65	1.2
ENSG00000202364	8.1	7.82	8.8	4.94	7.54	10.24	10.52	8.49	6.78	5.32	9.5	5.26	9.38	9.28	10.62	9.22	9.44	7.53	7.9	8.25	7.7	6.25	9.82	9.1	11.49	7.82	8.22	1.39	5.37	8.68	5.08	0	7.1	9.35	3.22	8.32	2.38	9.84	7.57	0	8.83	8.17	0	7.8	6.41	7.13	9.17	0	0	7.22	9.61	8.94
ENSG00000185479	3.65	7.46	4.67	5.19	5.37	0	0.06	0.2	0.14	0	0	0.37	0.08	0.31	10.19	5.92	0	0.04	1.62	1.48	3.47	4.4	4.25	3.74	0.21	6.97	0.06	0	0.38	4.78	10.13	9.74	0.04	0.04	0	0	0.11	0.24	7.14	0	0.19	6.54	4.09	4.29	3.24	0.04	0.69	0	0.37	0	0	0.04
ENSG00000265550	0	0	0	0	0	0	0	6.36	6.43	0	7.61	0	0	0	0	7.46	7.65	0	0	7.2	0	0	7.74	0	5.41	0	6.87	0	0	0	0	0	8.36	0	0	0	0	0	0	0	0	6.78	0	0	0	0	0	0	0	0	5.18	6.76
ENSG00000074370	0.08	0.07	1.3	1.54	1.28	0.16	9.16	7.31	7.01	0.15	3.11	7.37	8.64	8.92	3.74	1.9	8.18	2.8	1.1	1.53	2.6	0.14	6.31	1.56	1.19	0.62	1.01	0.49	7.52	0	0.08	0.26	7.92	3.65	7.13	0.11	5.54	2.48	2.34	8.34	1.14	2.96	3.29	1.01	3.19	5.03	3.76	6.23	6.97	6.43	0.25	8.02
ENSG00000167644	9.26	8.53	9.24	9.32	9.36	5.75	7.51	6.52	7.27	0	7.21	8.96	5.61	5.48	4.28	0.3	1.23	3.47	0.27	8.62	8.27	6.14	3.03	3.21	0	5.42	1.17	6.01	7.73	8.57	8.97	9.71	7.33	6.08	8.74	8.19	4.87	1.97	0.73	7.32	0.5	8.27	4.63	8.53	6.12	5.61	6.22	8.67	7.45	5.24	1.63	0.82
ENSG00000165140	0	0	0.29	0.42	0.36	4.78	0.4	6.4	6.16	0	6.45	6.94	7.25	8.07	0.08	0	4.11	4.9	0	1.21	6.28	1.17	4.43	0	0	5.64	0	0.19	7.85	0	0.75	0.2	8.02	7.23	7.29	0.31	6.5	2.66	0	5.61	0	4.84	5.27	0.58	3.06	5.87	5.76	7.63	6.38	6.93	1.82	5.19
ENSG00000106366	8.29	7.32	6.24	6.69	6.8	0.71	0.96	0.06	0.58	2.19	0.03	1.28	2.19	0.18	3.55	0.92	0.11	0.25	0.41	4.18	3.67	4.15	2.15	3.68	3.83	0.04	9.56	7.72	2.64	7.04	9.4	8.22	0.23	0.39	2.36	6.6	0.37	0.88	0.46	0.41	4.3	0.12	1.77	8.05	5.55	0.06	0.16	0	0.26	0.46	0.82	0.16
ENSG00000197172	0.06	0.15	1.42	0.9	0	0	6.82	0	5.57	0.5	0	0.51	3	0.14	0.15	0.06	0.11	7.64	0	6.18	0.2	6.56	5.44	7.06	0	5.02	5.61	6.89	0.26	0	0	0	0	0	0	7.09	0.12	0	1.12	6.68	6.92	0	7.12	4.34	0	0	7.28	0	6.56	5.53	0	5.83
ENSG00000124935	0	0	0	0	0	7.85	2.01	4.75	0	0	1.44	5.66	1.3	6.86	0	0.54	0.26	0.59	0.5	0	0	0	3.81	0	0	0	0	0.26	0	0	0	1.36	0	0.86	3.05	0	8.98	0	0	3.82	0	0.4	9.36	0	3.24	0	0	5.4	0	9.39	11.1	0.31
ENSG00000058085	7.71	6.82	8.49	8.11	8.27	4.95	0.34	0.86	2.52	0.42	0	2.54	1.15	1.06	6.98	1.77	0.57	0.48	0.64	7.35	7.22	0.62	4.1	6.21	2.41	5.78	2.43	5.78	2.12	8.92	10.11	8.9	0.7	0.82	3.24	3.85	1.8	0.89	5.62	0	0.32	5.41	3.41	7.92	0.11	2.92	1.59	1.73	4.61	1.2	3.02	0.53
